,Event ID,Egress Event Time (MM-DD-YYYY),Device ID,Tag Number,Description,Manufacturer,Model Number,Last Seen Time,Last Location,Previous Egress Location,Status,Returned At,Unable to locate,Zone ID,Zone Category,Department ,Organization Id
290,,,ac233ff5af69,B61620,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
291,,,ac233ff5b02b,,,,,7-24-24 9:00 PM,OR Recovery - Refined,,In Hospital,,N,,,Hospital,max
292,,,ac233ff5a81d,B63282,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR 2 - Refined - Large,,In Hospital,,N,,,Hospital,max
293,,,ac233ff5a755,,,,,7-24-24 9:00 PM,,ER,Unable To Locate,2024-05-28T14:02:48+00:00,N,,,Hospital,max
294,,,ac233ff5a893,B63635,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-03T16:33:54+00:00,N,,,Hospital,max
295,,,ac233ff5afc0,B63440,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-04-30T12:31:06+00:00,N,,,Hospital,max
296,,,ac233ff5a92b,B63520,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-22T01:32:29+00:00,N,,,Hospital,max
297,,,ac233ff5acc9,B57857,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
298,,,ac233ff5ae6d,B63318,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-27T01:25:38+00:00,N,,,Hospital,max
299,,06-25-2024 20:14:30,ac233ff5a831,,,,,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,2024-07-17T15:05:43+00:00,N,FL02P2,Productive ,Hospital,max
300,,,ac233ff5ab17,B63652,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
301,,,ac233ff5af1a,B63372,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-16T12:29:48+00:00,N,,,Hospital,max
302,,,ac233ff5ad2e,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
303,,,ac233ff5a82b,B63326,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
304,,,ac233ff5a871,B61596,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
305,,,ac233ff5a856,B63626,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
306,,,ac233ff5aef5,B63343,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-16T12:30:28+00:00,N,,,Hospital,max
307,,,ac233ff5a83c,B63601,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR Recovery - Refined,,In Hospital,,N,,,Hospital,max
308,,,ac233ff5a849,B62786,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
309,,,ac233ff5aee0,B62662,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
310,,,ac233ff5a931,B63603,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-05-22T12:40:26+00:00,N,,,Hospital,max
311,,,ac233ff5aff1,B62396,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,,,Unable To Locate,2024-06-16T12:30:20+00:00,N,,,Hospital,max
312,,,ac233ff5af05,B62841,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
313,,,ac233ff5ab07,B62386,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
314,,,ac233ff5a753,B63530,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-05T09:08:12+00:00,N,,,Hospital,max
315,,,ac233ff5ad41,B59209,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
316,,,ac233ff5afb0,B63399,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
317,,,ac233ff5affe,B61614,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,7-24-24 9:00 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
318,,,ac233ff5abaa,B62593,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-04-05T18:41:28+00:00,N,,,Hospital,max
319,,,ac233ff5ad07,,,,,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
320,03072024195800B63427,07-03-2024 19:58:00,ac233ff5a851,B63427,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T18:44:22+00:00,N,FL03NP1,Non-Productive,Hospital,max
321,,,ac233ff5a6b6,B63404,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,Radiology 2 - Refined,,In Hospital,,N,,,Hospital,max
322,,,ac233ff5b01f,b64850,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,OR 2 - Refined - Large,,In Hospital,,N,,,Hospital,max
323,,,ac233ff5a895,B63416,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-10T06:06:13+00:00,N,,,Hospital,max
324,,,ac233ff5a95e,B63328,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-05-22T06:34:39+00:00,N,,,Hospital,max
325,,07-12-2024 19:00:00,ac233ff5aeaa,,,,,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T18:45:19+00:00,N,FL03NP1,Non-Productive,Hospital,max
326,,,ac233ff5ab95,B62666,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-02T16:09:26+00:00,N,,,Hospital,max
327,,,ac233ff5aae6,b65095,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
328,,,ac233ff5adbb,B64363,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
329,,,ac233ff5ad59,B62524,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-12T16:23:34+00:00,N,,,Hospital,max
330,,,ac233ff5af11,B64355,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
331,15062024150000rent10931,06-15-2024 15:00:00,ac233ff5a750,rent10931,UNKNOWN,UNKNOWN,,7-24-24 9:00 PM,OR 1 - Refined,Freight,In Hospital,2024-06-15T18:00:27+00:00,N,,,Hospital,max
332,,,ac233ff5a6b5,B63657,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR Outside storage,,In Hospital,,N,FL03NP2,Non-Productive,Hospital,max
333,,07-02-2024 17:18:00,ac233ff5af2a,,,,,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-23T12:41:24+00:00,N,FL03NP1,Non-Productive,Hospital,max
334,,,ac233ff5ab39,B63272,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,Radiology 2 - Refined,,In Hospital,,N,,,Hospital,max
335,,,ac233ff5aacb,B61611,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,7-24-24 9:00 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
336,,,ac233ff5ab7f,,,,,7-24-24 9:00 PM,OR 2 - Refined - Large,,In Hospital,,N,,,Hospital,max
337,21072024212600B62526,07-21-2024 21:26:00,ac233ff5a793,B62526,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:21:13+00:00,N,FL03NP1,Non-Productive,Hospital,max
338,,,ac233ff5afd7,B61815,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
339,,,ac233ff5a766,B62538,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-17T21:19:14+00:00,N,,,Hospital,max
340,,03-14-2024 19:39:00,ac233ff5afdf,,,,,7-24-24 9:00 PM,NotInZone,,In Hospital,2024-03-18T15:45:43+00:00,N,,,Hospital,max
341,,,ac233ff5a865,B63411,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-03T16:33:44+00:00,N,,,Hospital,max
342,,,ac233ff5adb0,,,,,7-24-24 9:00 PM,OR Recovery - Refined,,In Hospital,,N,,,Hospital,max
343,,,ac233ff5af95,B64661,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
344,,,ac233ff5ad33,,,,,7-24-24 9:00 PM,,Garage,Unable To Locate,2024-07-10T09:17:29+00:00,N,,,Hospital,max
345,,,ac233ff5acd8,B62647,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-17T20:10:23+00:00,N,,,Hospital,max
346,,,ac233ff5af16,B62540,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-05-28T00:59:08+00:00,N,,,Hospital,max
347,,,ac233ff5a92d,B60355,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
348,,,ac233ff5ab2b,B64347,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
349,,,ac233ff5afd1,B63648,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-07-07T01:48:01+00:00,N,,,Hospital,max
350,,,ac233ff5aad3,B61624,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,7-24-24 9:00 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
351,,,ac233ff5acb6,B63559,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR 2 - Refined - Large,,In Hospital,,N,,,Hospital,max
352,,,ac233ff5ad39,B63348,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-20T19:01:00+00:00,N,,,Hospital,max
353,,,ac233ff5a898,B59173,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
354,,,ac233ff5a77f,65337,,,,7-24-24 9:00 PM,,Rockaway,Unable To Locate,2024-07-15T11:43:03+00:00,N,,,Hospital,max
355,,07-03-2024 20:07:00,ac233ff5ab44,,,,,7-24-24 9:00 PM,Radiology 2 - Refined,,In Hospital,2024-07-10T14:19:36+00:00,N,,,Hospital,max
356,,,ac233ff5afe8,B61801,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
357,,,ac233ff5af8d,B59200,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,,,Unable To Locate,2024-05-29T08:41:32+00:00,N,,,Hospital,max
358,,,ac233ff5acad,B63571,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
359,,,ac233ff5a8fb,,,,,7-24-24 9:00 PM,OR 2 - Refined - Large,,In Hospital,,N,,,Hospital,max
360,,,ac233ff5afe7,B59207,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
361,,,ac233ff5ac98,B63383,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-20T16:01:36+00:00,N,,,Hospital,max
362,,,ac233ff5b002,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-04-30T21:15:35+00:00,N,,,Hospital,max
363,21062024182500B63500,06-21-2024 18:25:00,ac233ff5afcd,B63500,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 3,,In Hospital,2024-06-24T14:40:42+00:00,N,,,Hospital,max
364,,,ac233ff5af18,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-22T19:52:24+00:00,N,,,Hospital,max
365,,,ac233ff5aae7,B59181,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,,,Unable To Locate,2024-06-16T12:30:09+00:00,N,,,Hospital,max
366,,,ac233ff5abb2,65324,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-18T11:32:58+00:00,N,,,Hospital,max
367,02072024171700B62543,07-02-2024 17:17:00,ac233ff5aa46,B62543,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,2024-07-10T18:47:09+00:00,N,,,Hospital,max
368,,,ac233ff5ab28,B63560,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 3,,In Hospital,,N,,,Hospital,max
369,,,ac233ff5aef0,B63640,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-13T08:14:40+00:00,N,,,Hospital,max
370,11062024104200B59225,06-11-2024 10:42:00,ac233ff5a87a,B59225,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,2024-06-11T13:07:55+00:00,N,,,Hospital,max
371,,,ac233ff5ad00,,,,,7-24-24 9:00 PM,OR Recovery - Refined,,In Hospital,,N,,,Hospital,max
372,,,ac233ff5a71a,65342,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-10T18:47:26+00:00,N,,,Hospital,max
373,20072024 54700B63450,07-20-2024  5:47:00,ac233ff5accd,B63450,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,Freight,,Returned,2024-07-20T09:10:28+00:00,N,FL01P3,Non-Productive,Hospital,max
374,,,ac233ff5af38,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-06-17T20:11:47+00:00,N,,,Hospital,max
375,,,ac233ff5ad34,B59753,"Monitors,VitalSigns","WelchAllyn,Inc.",SpotVital,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
376,,,ac233ff5af01,B62823,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
377,,,ac233ff5a8d9,b64961,,,,7-24-24 9:00 PM,ICU 3,,In Hospital,,N,,,Hospital,max
378,,,ac233ff5ad45,B61622,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
379,,,ac233ff5a80d,65329,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-07-16T19:25:04+00:00,N,,,Hospital,max
380,,,ac233ff5a77d,B60353,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
381,,,ac233ff5a9ea,B59765,"Monitors,VitalSigns","WelchAllyn,Inc.",SpotVital,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
382,,,ac233ff5af7c,B61528,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
383,,07-02-2024 17:08:30,ac233ff5aac8,,,,,7-24-24 9:00 PM,OR Outside storage,,In Hospital,2024-07-15T12:33:24+00:00,N,FL03NP2,Non-Productive,Hospital,max
384,,,ac233ff5aef4,,,,,7-24-24 9:00 PM,,,Unable To Locate,2024-06-14T13:54:31+00:00,N,,,Hospital,max
385,,,ac233ff5acd3,B63319,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-03T18:58:38+00:00,N,,,Hospital,max
386,,,ac233ff5acfd,B63436,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
387,,,ac233ff5ad27,10835,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
388,08052024204900B61709,05-08-2024 20:49:00,ac233ff5a7a6,B61709,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 9:00 PM,OR 1 - Refined,,In Hospital,2024-06-12T13:16:35+00:00,N,,,Hospital,max
389,,,ac233ff5aef4,,,,,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
390,,,ac233ff5ab05,B59768,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
391,,,ac233ff5ae3d,B59414,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 9:00 PM,,,Unable To Locate,2024-06-03T18:37:10+00:00,N,,,Hospital,max
392,,,ac233ff5ad79,B63398,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
393,,,ac233ff5ad8c,B62644,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,NotInZone,,In Hospital,,N,,,Hospital,max
394,,,ac233ff5ad43,B63653,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,,,Unable To Locate,2024-06-17T20:11:08+00:00,N,,,Hospital,max
395,21072024212030B63377,07-21-2024 21:20:30,ac233ff5afd3,B63377,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,98 Exit,,Returned,2024-07-22T14:20:40+00:00,N,FL03NP1,Non-Productive,Hospital,max
396,11072024213000B63578,07-11-2024 21:30:00,ac233ff5afcf,B63578,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:00 PM,ICU 1 - Refined,,In Hospital,2024-07-12T00:21:35+00:00,N,FL02P2,Productive ,Hospital,max
397,,,ac233ff5add7,B61670,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:59 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
398,,,ac233ff5af1e,B63585,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
399,,,ac233ff5aff6,B61617,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,7-24-24 8:59 PM,OR Outside storage,,In Hospital,,N,FL03NP2,Non-Productive,Hospital,max
400,03072024200500B63363,07-03-2024 20:05:00,ac233ff5afb1,B63363,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,ICU 2 - Refined,,In Hospital,2024-07-15T12:31:38+00:00,N,,,Hospital,max
401,,,ac233ff5ad37,B63285,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-07-15T13:08:57+00:00,N,,,Hospital,max
402,,,ac233ff5b038,B59661,"Monitors,VitalSigns","WelchAllyn,Inc.",SpotVital,7-24-24 8:59 PM,ICU 1 - Refined,,In Hospital,,N,FL02P2,Productive ,Hospital,max
403,,,ac233ff5a854,B63634,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
404,,,ac233ff5ab78,B62586,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,OR Outside storage,,In Hospital,,N,FL03NP2,Non-Productive,Hospital,max
405,,,ac233ff5af2c,B63026,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:59 PM,ICU 2 - Refined,,In Hospital,,N,,,Hospital,max
406,,,ac233ff5acde,,,,,7-24-24 8:59 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
407,,,ac233ff5accc,B63501,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-06-17T14:24:47+00:00,N,,,Hospital,max
408,,,ac233ff5aeb8,B62607,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-06-16T12:29:50+00:00,N,,,Hospital,max
409,,,ac233ff5b011,,,,,7-24-24 8:59 PM,ICU 3,,In Hospital,,N,,,Hospital,max
410,,,ac233ff5ab14,B62591,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-06-20T16:23:51+00:00,N,,,Hospital,max
411,,,ac233ff5af6a,,,,,7-24-24 8:59 PM,,,Unable To Locate,2024-06-11T20:28:06+00:00,N,,,Hospital,max
412,,,ac233ff5a87c,B62024,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
413,,,ac233ff5ab4d,B63623,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
414,,,ac233ff5a6ce,B61687,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:59 PM,ICU 1 - Refined,,In Hospital,,N,,,Hospital,max
415,,,ac233ff5b024,B63382,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-06-17T20:10:23+00:00,N,,,Hospital,max
416,,,ac233ff5aee3,B64633,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:59 PM,OR 1 - Refined,,In Hospital,,N,,,Hospital,max
417,02072024171700B62680,07-02-2024 17:17:00,ac233ff5af30,B62680,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,NotInZone,,In Hospital,2024-07-10T18:47:18+00:00,N,,,Hospital,max
418,,,ac233ff5ad78,B62675,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-07-03T16:34:39+00:00,N,,,Hospital,max
419,,,ac233ff5a846,B59746,"Monitors,VitalSigns","WelchAllyn,Inc.",SpotVital,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
420,02062024172500B62385,06-02-2024 17:25:00,ac233ff5af10,B62385,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:59 PM,OR 1 - Refined,,In Hospital,2024-06-17T12:59:23+00:00,N,,,Hospital,max
421,,,ac233ff5acc6,B63552,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-07-17T13:25:35+00:00,N,,,Hospital,max
422,,07-12-2024 19:02:00,ac233ff5b003,,,,,7-24-24 8:59 PM,98 Exit,,Returned,2024-07-20T16:41:31+00:00,N,,,Hospital,max
423,03072024200030B59199,07-03-2024 20:00:30,ac233ff5b008,B59199,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:59 PM,98 Exit,,Returned,2024-07-20T17:59:45+00:00,N,,,Hospital,max
424,,,ac233ff5a770,b64960,UNKNOWN,UNKNOWN,,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
425,21062024182430B63475,06-21-2024 18:24:30,ac233ff5a88f,B63475,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,NotInZone,,In Hospital,2024-06-24T14:40:15+00:00,N,,,Hospital,max
426,,07-23-2024  6:11:00,ac233ff5af2b,,,,,7-24-24 8:59 PM,Trash,,Returned,2024-07-23T08:48:37+00:00,N,,,Hospital,max
427,,,ac233ff5acb1,B59425,Hypo/Hyperthermia,Medivance Inc.,Artic Sun 5000,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
428,,,ac233ff5ab4a,B62380,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 8:59 PM,,,Unable To Locate,2024-03-28T13:25:22+00:00,N,,,Hospital,max
429,29062024172900B63339,06-29-2024 17:29:00,ac233ff5ad9b,B63339,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,NotInZone,,In Hospital,2024-07-03T10:20:41+00:00,N,,,Hospital,max
430,,,ac233ff5aff7,,,,,7-24-24 8:59 PM,,,Unable To Locate,2024-06-20T16:24:58+00:00,N,,,Hospital,max
431,,,ac233ff5aeb7,B61511,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-24-24 8:59 PM,OR 2 - Refined - Large,,In Hospital,,N,,,Hospital,max
432,,,ac233ff5affb,B62651,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,NotInZone,,In Hospital,,N,,,Hospital,max
433,,,ac233ff5a881,B63418,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:59 PM,,,Unable To Locate,2024-07-20T02:26:56+00:00,N,,,Hospital,max
